,SR,CR,MDD,ANN_RET,ANN_VOL,SortR,DownRisk,VaR,TailR,Skew,Kurt,exchange,region,set
ABEV3 BS Equity,1.7172443324386752,0.8653179510782499,-0.2957985323822963,0.255959779973002,0.13833403813316367,2.797612381443753,0.08491288662546512,-0.011385457262202107,1.4782778991293686,0.25675919245883255,16.166181299994122,Americas_IBOV,Americas,train
BBAS3 BS Equity,2.435230582017424,3.5619783521588415,-0.1431428170261158,0.5098716155140586,0.17557660610505343,4.6975122658542485,0.09102041601504984,-0.011385457262202107,1.4782778991293686,1.6681888718652527,10.928306635518684,Americas_IBOV,Americas,train
BBDC3 BS Equity,2.8824302340068,4.155121037595778,-0.1720606614507984,0.7149328741368575,0.19375817551264818,5.591538873157602,0.09988206035099335,-0.011385457262202107,1.4782778991293686,1.2939440653584033,7.3737869977911465,Americas_IBOV,Americas,train
BBDC4 BS Equity,2.834560304347895,4.493282891553066,-0.15284674915453667,0.6867836830055827,0.19098848109332764,5.515836478832315,0.09814800876936998,-0.011385457262202107,1.4782778991293686,1.4271152029002228,8.528298681561251,Americas_IBOV,Americas,train
BRAP4 BS Equity,2.2100151679684257,1.7924309030650518,-0.21440885737345797,0.38431306184705316,0.1524619857700192,3.893872338391194,0.08653167639017702,-0.011385457262202107,1.4782778991293686,1.1011087260205805,9.73346456123636,Americas_IBOV,Americas,train
BRFS3 BS Equity,1.5940006748263662,1.1491148475037107,-0.1598402879096096,0.18367484806620027,0.10957126182475184,2.652081188645407,0.06585645493735415,-0.011385457262202107,1.4782778991293686,0.8272151158010694,7.899203346663002,Americas_IBOV,Americas,train
BRKM5 BS Equity,1.8155839467265835,1.2143795649825269,-0.2251880920284485,0.2734638172367525,0.13843551423072245,3.1993309222493607,0.07856058138475656,-0.011385457262202107,1.4782778991293686,1.6641590913908155,15.662178258742944,Americas_IBOV,Americas,train
CCRO3 BS Equity,1.7260381210338718,1.5369855258429281,-0.1366312224046273,0.21000021121413814,0.11422581091236206,3.0733204173407547,0.06415149651442406,-0.011385457262202107,1.4782778991293686,1.8010594829948803,23.157988802089015,Americas_IBOV,Americas,train
CMIG4 BS Equity,2.2481669846644396,2.859008179578217,-0.14964815617413832,0.4278453025606599,0.16451257505723452,3.92594703206763,0.09420701216415034,-0.011385457262202107,1.4782778991293686,0.8970476287393865,7.434996359510473,Americas_IBOV,Americas,train
CSNA3 BS Equity,2.2309717375317097,2.194736412186323,-0.20740627163851041,0.4552020964808463,0.17506205922802537,4.057501241527756,0.0962559179168042,-0.011385457262202107,1.4782778991293686,1.600100707404049,16.981489713130387,Americas_IBOV,Americas,train
EGIE3 BS Equity,1.8938021364509021,1.071145979121626,-0.2852170515962873,0.3055090979942885,0.1465189276532288,3.1564091011780766,0.08790934550170189,-0.011385457262202107,1.4782778991293686,-0.029903433086667257,40.53652148627507,Americas_IBOV,Americas,train
ELET3 BS Equity,2.0200828894201486,1.8591995117876634,-0.16095176044904647,0.29924143444823215,0.13404159017895123,3.733032459242291,0.07253489642737464,-0.011385457262202107,1.4782778991293686,2.483817835202057,36.526059877706274,Americas_IBOV,Americas,train
ELET6 BS Equity,2.0132659883811352,1.60601723751162,-0.18957507397610637,0.30446083660816736,0.1366791344005244,3.5955569110242105,0.0765309684756362,-0.011385457262202107,1.4782778991293686,1.7721706212653183,20.485530504409848,Americas_IBOV,Americas,train
EMBR3 BS Equity,1.3056210521259328,0.8987916979933279,-0.14077984078731637,0.12653175214446244,0.0946800685509658,2.231645135316138,0.05539244961513817,-0.011385457262202107,1.4782778991293686,2.0768291317494114,27.184846342882874,Americas_IBOV,Americas,train
GGBR4 BS Equity,2.2105802158420422,2.059080257534963,-0.19325505946195332,0.39792767760685344,0.15716879086684593,4.016386612209647,0.08650417730750311,-0.011385457262202107,1.4782778991293686,1.4710836550442183,12.000138214059465,Americas_IBOV,Americas,train
GOAU4 BS Equity,2.1399903024764813,1.1598123745874518,-0.3263108002148195,0.3784593040506814,0.15568469163337872,3.855968994376141,0.08640207709797068,-0.011385457262202107,1.4782778991293686,1.4815404812474433,13.984180842557787,Americas_IBOV,Americas,train
ITSA4 BS Equity,2.768896730019405,3.7869271257802777,-0.16145620082383344,0.6114228665252028,0.17815183573895962,5.250189788100339,0.0939554673895023,-0.011385457262202107,1.4782778991293686,1.0892922463033825,5.840856123106436,Americas_IBOV,Americas,train
ITUB4 BS Equity,2.6636726943364146,3.2391551719680565,-0.18304059807458303,0.5928968999334119,0.18102509849624557,5.036863488217405,0.09573251547952148,-0.011385457262202107,1.4782778991293686,1.2392783095323319,7.134696068667651,Americas_IBOV,Americas,train
LAME4 BS Equity,2.035682802999561,1.1963238875699338,-0.3086023452020361,0.36918835732529853,0.1607292542969256,3.6138596000179035,0.09053859726857508,-0.011385457262202107,1.4782778991293686,1.4883205597386695,15.348496252090253,Americas_IBOV,Americas,train
PCAR4 BS Equity,1.6884017855795987,1.5932539820133913,-0.1292294203479348,0.2058952885626295,0.11480861542679636,2.883813830043609,0.06721760928776499,-0.011385457262202107,1.4782778991293686,1.1128306116114846,10.94856071119039,Americas_IBOV,Americas,train
PETR3 BS Equity,2.1602196212309845,2.4112195593893953,-0.15610933996580723,0.376413893928923,0.15334537275789556,3.98158632173193,0.08319791567710938,-0.011385457262202107,1.4782778991293686,2.4174637138610375,34.576847567703204,Americas_IBOV,Americas,train
